id,price,latitude,longitude,katastrinumber,url
3746149,575 €  12.8 €/m²,58.388688910668,26.73532363291,79512:039:0001,https://www.kv.ee/3746149
3746267,210 €  8.54 €/m²,58.385871,26.714695,79513:013:0037,https://www.kv.ee/3746267
3746537,350 €  14.6 €/m²,58.3737094,26.7355266,,https://www.kv.ee/3746537
3746544,330 €  9.43 €/m²,58.3736648,26.7011724,,https://www.kv.ee/3746544
3746690,380 €  14.9 €/m²,58.369925,26.717502,79501:002:0067,https://www.kv.ee/3746690
3746734,250 €  15 €/m²,58.365952,26.728055,79508:008:0019,https://www.kv.ee/3746734
3747063,800 €  13.9 €/m²,58.350057213864,26.683692485843,79501:002:0524,https://www.kv.ee/3747063
3747067,675 €  13 €/m²,58.3851539,26.7290354,,https://www.kv.ee/3747067
3747145,575 €  12.4 €/m²,58.38191630000001,26.7560371,79515:011:0022,https://www.kv.ee/3747145
3747247,290 €  10.2 €/m²,58.373913,26.683601,79502:012:0013,https://www.kv.ee/3747247
3747379,450 €  9 €/m²,58.3748766,26.7642478,79516:026:0001,https://www.kv.ee/3747379
3747725,290 €  24 €/m²,58.3482716,26.7254619,,https://www.kv.ee/3747725
3747738,750 €  12.4 €/m²,58.353011,26.683651,79505:005:0021,https://www.kv.ee/3747738
3747859,450 €  9.68 €/m²,58.375533,26.751393,79516:022:0002,https://www.kv.ee/3747859
3748094,550 €  11.3 €/m²,58.3509662,26.6816784,,https://www.kv.ee/3748094
3748266,675 €  13 €/m²,58.374296,26.718558,79507:036:0003,https://www.kv.ee/3748266
3748393,820 €  10.9 €/m²,58.4075407,26.7454594,79401:006:1536,https://www.kv.ee/3748393
3748467,720 €  9.60 €/m²,58.3832968,26.7192949,79507:006:0006,https://www.kv.ee/3748467
3748489,650 €  13.4 €/m²,58.372796,26.736196,79301:001:0305,https://www.kv.ee/3748489
3748491,450 €  7.15 €/m²,58.375009,26.717997,79507:061:0004,https://www.kv.ee/3748491
3748495,420 €  13.5 €/m²,58.384747,26.752918,79515:005:0013,https://www.kv.ee/3748495
3748576,470 €  8.99 €/m²,58.37714,26.7259521,,https://www.kv.ee/3748576
3748614,330 €  9.17 €/m²,58.3862098,26.7321996,,https://www.kv.ee/3748614
3748630,590 €  13.4 €/m²,58.383345,26.758745,79501:002:0046,https://www.kv.ee/3748630
3748653,490 €  18.9 €/m²,58.379318,26.722418,79507:056:0005,https://www.kv.ee/3748653
3748745,250 €  7.81 €/m²,58.36738,26.72311,,https://www.kv.ee/3748745
3748767,1 300 €  12.6 €/m²,58.383465,26.735246,79514:017:0056,https://www.kv.ee/3748767
3748777,415 €  14.8 €/m²,58.3781812,26.706594,79506:003:0030,https://www.kv.ee/3748777
3748923,400 €  11.9 €/m²,58.37411,26.76654,79516:026:0014,https://www.kv.ee/3748923
3749040,520 €  14.4 €/m²,58.37668,26.718024,79507:031:0015,https://www.kv.ee/3749040
3749302,690 €  13.5 €/m²,58.381223802003,26.738066023279,79514:021:0039,https://www.kv.ee/3749302
3749310,1 050 €  12.7 €/m²,58.374204350686,26.722112762323,79507:037:0014,https://www.kv.ee/3749310
3749492,300 €  13.6 €/m²,58.366061,26.725498,79508:006:0017,https://www.kv.ee/3749492
3749591,850 €  12.7 €/m²,58.3770954,26.7135873,79507:022:0020,https://www.kv.ee/3749591
